route,transponder_id,bus_id,timestamp,heading,speed,latitude,longitude
Route 2,229,601,10/17/2014 7:11:15 AM,200.3,18.9,41.933328157092,-88.75273997973508
Route 2,219,602,10/17/2014 7:11:15 AM,93.9,10.5,41.9385518237575,-88.777986146396
Route 5,225,603,10/17/2014 6:28:00 AM,173.9,0.0,41.9345069904251,-88.72793664640741
Route 4,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/16/2014 4:16:09 PM,12.3,7.7,41.933709657092,-88.7447553130703
Route 3,228,702,10/17/2014 7:11:14 AM,355.1,17.87,41.9359393237581,-88.76571347973221
Route 1,222,901,10/17/2014 7:11:13 AM,316.3,0.33,41.935779157091496,-88.7671488130652
Route 2,226,902,10/17/2014 7:11:13 AM,271.3,24.95,41.9310834904259,-88.7617663130664
Route 2,221,903,10/17/2014 7:11:12 AM,260.1,0.56,41.9345519904251,-88.7276769797409
Route 5,214,904,10/17/2014 7:11:15 AM,267.8,10.5,41.9364021570913,-88.7726416463973
Route 1,215,1001,10/17/2014 7:11:14 AM,89.0,15.01,41.9363024904247,-88.77100414639759
Route 3,218,1002,10/17/2014 7:11:15 AM,265.2,24.2,41.9364361570913,-88.7699159797312
Route 5,227,1003,10/17/2014 7:11:14 AM,9.2,1.71,41.9452654904227,-88.77812797972929
Route 6,232,1004,10/17/2014 7:11:14 AM,93.3,0.0,41.9191801570953,-88.7740673130636
Route 2,223,1102,10/17/2014 7:11:13 AM,316.9,0.0,41.9397589904239,-88.788140979727
Route 2,229,601,10/17/2014 7:11:45 AM,213.7,5.6,41.930895990425896,-88.7540463130682
Route 2,219,602,10/17/2014 7:11:45 AM,88.0,12.3,41.9385488237575,-88.7769463130629
Route 5,225,603,10/17/2014 6:28:00 AM,173.9,0.0,41.9345069904251,-88.72793664640741
Route 4,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/16/2014 4:16:09 PM,12.3,7.7,41.933709657092,-88.7447553130703
Route 3,228,702,10/17/2014 7:11:44 AM,173.9,8.64,41.93616249042471,-88.76726081306509
Route 1,222,901,10/17/2014 7:11:43 AM,316.3,0.0,41.9357766570915,-88.76714797973179
Route 2,226,902,10/17/2014 7:11:43 AM,314.3,6.02,41.9311911570925,-88.7656096463989
Route 2,221,903,10/17/2014 7:11:42 AM,268.3,0.69,41.934681823758396,-88.72814647974079
Route 5,214,904,10/17/2014 7:11:45 AM,360.0,21.9,41.9375299904244,-88.7730289797305
Route 1,215,1001,10/17/2014 7:11:44 AM,127.0,9.49,41.934694157091705,-88.77049414639771
Route 3,218,1002,10/17/2014 7:11:45 AM,167.2,12.6,41.934856490425,-88.7706051463977
Route 5,227,1003,10/17/2014 7:11:41 AM,88.8,0.0,41.945270657089296,-88.7765449797297
Route 6,232,1004,10/17/2014 7:11:44 AM,19.4,28.1,41.919984323761796,-88.77330747973042
Route 2,223,1102,10/17/2014 7:11:43 AM,316.9,0.0,41.9397523237573,-88.7881453130604
Route 2,229,601,10/17/2014 7:12:15 AM,272.0,25.2,41.9309621570926,-88.75773181306731
Route 2,219,602,10/17/2014 7:12:15 AM,92.9,13.6,41.937829657091,-88.77612781306308
Route 5,225,603,10/17/2014 6:28:00 AM,173.9,0.0,41.9345069904251,-88.72793664640741
Route 4,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/16/2014 4:16:09 PM,12.3,7.7,41.933709657092,-88.7447553130703
Route 3,228,702,10/17/2014 7:12:14 AM,7.6,4.1,41.935501657091606,-88.76716981306521
Route 1,222,901,10/17/2014 7:12:13 AM,316.3,0.0,41.935767657091496,-88.76715997973179
Route 2,226,902,10/17/2014 7:12:13 AM,0.2,11.56,41.9327899904255,-88.76569081306549
Route 2,221,903,10/17/2014 7:12:12 AM,271.4,0.0,41.9346893237584,-88.72818581307409
Route 5,214,904,10/17/2014 7:12:15 AM,358.1,22.8,41.94049299042371,-88.77306314639709
Route 1,215,1001,10/17/2014 7:12:14 AM,54.5,0.65,41.9347164904251,-88.7700938130645
Route 3,218,1002,10/17/2014 7:12:15 AM,346.8,15.6,41.935100157091604,-88.7699814797312
Route 5,227,1003,10/17/2014 7:12:14 AM,91.7,10.7,41.945196823756,-88.773582146397
Route 6,232,1004,10/17/2014 7:12:17 AM,2.5,1.3,41.9216073237614,-88.77287064639721
Route 2,223,1102,10/17/2014 7:12:13 AM,179.6,26.99,41.9385014904242,-88.7880829797271
Route 2,229,601,10/17/2014 7:12:15 AM,272.0,25.2,41.9309621570926,-88.75773181306731
Route 2,219,602,10/17/2014 7:12:45 AM,144.2,6.5,41.937747657090995,-88.7754446463966
Route 5,225,603,10/17/2014 6:28:00 AM,173.9,0.0,41.9345069904251,-88.72793664640741
Route 4,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/16/2014 4:16:09 PM,12.3,7.7,41.933709657092,-88.7447553130703
Route 3,228,702,10/17/2014 7:12:44 AM,3.2,4.19,41.936179323758104,-88.76718714639851
Route 1,222,901,10/17/2014 7:12:44 AM,316.3,0.08,41.935759157091496,-88.76714181306521
Route 2,226,902,10/17/2014 7:12:46 AM,354.1,9.18,41.9341008237585,-88.76575347973221
Route 2,221,903,10/17/2014 7:12:45 AM,274.5,1.85,41.934690823758395,-88.7282034797407
Route 5,214,904,10/17/2014 7:12:45 AM,344.0,9.5,41.9434213237564,-88.77308714639709
Route 1,215,1001,10/17/2014 7:12:47 AM,54.5,0.0,41.934734157091704,-88.7700756463978
Route 3,218,1002,10/17/2014 7:12:42 AM,91.6,12.4,41.9363201570914,-88.77024847973111
Route 5,227,1003,10/17/2014 7:12:44 AM,87.8,0.0,41.945172990422705,-88.7733583130638
Route 6,232,1004,10/17/2014 7:12:47 AM,359.5,33.6,41.925098490427295,-88.7728774797305
Route 2,223,1102,10/17/2014 7:12:43 AM,179.5,30.49,41.934244990425206,-88.7880413130604
Route 2,229,601,10/17/2014 7:12:15 AM,272.0,25.2,41.9309621570926,-88.75773181306731
Route 2,219,602,10/17/2014 7:13:15 AM,96.5,12.9,41.9363554904247,-88.7752246463967
Route 5,225,603,10/17/2014 6:28:00 AM,173.9,0.0,41.9345069904251,-88.72793664640741
Route 4,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/16/2014 4:16:09 PM,12.3,7.7,41.933709657092,-88.7447553130703
Route 3,228,702,10/17/2014 7:13:14 AM,3.2,0.0,41.936221323758105,-88.7672031463985
Route 1,222,901,10/17/2014 7:13:13 AM,316.3,0.26,41.9357861570915,-88.7671538130652
Route 2,226,902,10/17/2014 7:13:16 AM,1.0,8.63,41.9353768237583,-88.76572164639879
Route 2,221,903,10/17/2014 7:13:15 AM,180.6,20.09,41.9337308237586,-88.7285371464073
Route 5,214,904,10/17/2014 7:13:15 AM,270.1,16.0,41.943518490423,-88.7758699797298
Route 1,215,1001,10/17/2014 7:13:14 AM,54.5,0.0,41.9347369904251,-88.7700669797312
Route 3,218,1002,10/17/2014 7:13:12 AM,192.9,5.7,41.9361391570914,-88.76732764639851
Route 5,227,1003,10/17/2014 7:13:14 AM,86.9,22.5,41.945451823755896,-88.7701216463978
Route 6,232,1004,10/17/2014 7:13:17 AM,0.0,29.5,41.9296714904262,-88.7729966463972
Route 2,223,1102,10/17/2014 7:13:13 AM,178.9,0.16,41.932716823758895,-88.7880261463937
Route 2,229,601,10/17/2014 7:12:15 AM,272.0,25.2,41.9309621570926,-88.75773181306731
Route 2,219,602,10/17/2014 7:13:45 AM,67.6,0.0,41.9363346570914,-88.77340347973042
Route 5,225,603,10/17/2014 6:28:00 AM,173.9,0.0,41.9345069904251,-88.72793664640741
Route 4,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/16/2014 4:16:09 PM,12.3,7.7,41.933709657092,-88.7447553130703
Route 3,228,702,10/17/2014 7:13:44 AM,320.0,8.95,41.936399823758,-88.76726847973178
Route 1,222,901,10/17/2014 7:13:44 AM,316.3,0.12,41.9357693237582,-88.76714297973179
Route 2,226,902,10/17/2014 7:13:46 AM,353.7,7.63,41.936297157091396,-88.76577097973221
Route 2,221,903,10/17/2014 7:13:45 AM,270.5,25.82,41.9328163237588,-88.72971431307371
Route 5,214,904,10/17/2014 7:13:45 AM,271.0,1.0,41.943548990423004,-88.77859081306259
Route 1,215,1001,10/17/2014 7:13:44 AM,54.5,0.0,41.9347368237584,-88.7700646463978
Route 3,218,1002,10/17/2014 7:13:42 AM,40.1,5.7,41.9355069904249,-88.76727264639851
Route 5,227,1003,10/17/2014 7:13:44 AM,90.9,11.6,41.945078323756,-88.7661209797321
Route 6,232,1004,10/17/2014 7:13:47 AM,358.5,0.0,41.9307838237593,-88.7730014797305
Route 2,223,1102,10/17/2014 7:13:43 AM,178.7,7.46,41.9326274904255,-88.7880294797271
Route 2,229,601,10/17/2014 7:12:15 AM,272.0,25.2,41.9309621570926,-88.75773181306731
Route 2,219,602,10/17/2014 7:14:15 AM,67.6,0.0,41.9363186570914,-88.77339747973042
Route 5,225,603,10/17/2014 6:28:00 AM,173.9,0.0,41.9345069904251,-88.72793664640741
Route 4,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/16/2014 4:16:09 PM,12.3,7.7,41.933709657092,-88.7447553130703
Route 3,228,702,10/17/2014 7:14:14 AM,0.5,19.79,41.937836657091,-88.7681708130649
Route 1,222,901,10/17/2014 7:14:13 AM,316.3,0.09,41.935803490424796,-88.7671501463985
Route 2,226,902,10/17/2014 7:14:16 AM,179.4,6.33,41.936125990424706,-88.7673029797318
Route 2,221,903,10/17/2014 7:14:15 AM,286.1,24.32,41.932885823758795,-88.7348798130725
Route 5,214,904,10/17/2014 7:14:15 AM,180.1,5.7,41.941933823756706,-88.77874364639591
Route 1,215,1001,10/17/2014 7:14:17 AM,54.5,0.0,41.934733323758394,-88.7700636463978
Route 3,218,1002,10/17/2014 7:14:15 AM,347.9,0.1,41.9362004904247,-88.7671658130652
Route 5,227,1003,10/17/2014 7:14:14 AM,179.4,24.65,41.943254657089796,-88.76584431306549
Route 6,232,1004,10/17/2014 7:14:14 AM,0.6,3.3,41.9308196570926,-88.77299764639722
Route 2,223,1102,10/17/2014 7:14:16 AM,110.0,35.92,41.9311246570925,-88.7830803130615
Route 2,229,601,10/17/2014 7:12:15 AM,272.0,25.2,41.9309621570926,-88.75773181306731
Route 2,219,602,10/17/2014 7:14:45 AM,67.6,0.0,41.9363244904247,-88.7733886463971
Route 5,225,603,10/17/2014 6:28:00 AM,173.9,0.0,41.9345069904251,-88.72793664640741
Route 4,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/16/2014 4:16:09 PM,12.3,7.7,41.933709657092,-88.7447553130703
Route 3,228,702,10/17/2014 7:14:44 AM,360.0,23.54,41.940723823757,-88.7681839797316
Route 1,222,901,10/17/2014 7:14:43 AM,323.6,1.5,41.9358996570915,-88.76716347973179
Route 2,226,902,10/17/2014 7:14:46 AM,118.4,6.05,41.9354013237582,-88.76734831306509
Route 2,221,903,10/17/2014 7:14:45 AM,270.8,14.5,41.932992323758796,-88.73925114640491
Route 5,214,904,10/17/2014 7:14:45 AM,165.8,5.6,41.9413051570902,-88.7788258130625
Route 1,215,1001,10/17/2014 7:14:47 AM,54.5,0.0,41.934727823758394,-88.7700628130645
Route 3,218,1002,10/17/2014 7:14:45 AM,347.9,0.0,41.9361943237581,-88.76716697973178
Route 5,227,1003,10/17/2014 7:14:44 AM,179.6,23.92,41.9397403237573,-88.76583047973209
Route 6,232,1004,10/17/2014 7:14:44 AM,358.9,18.4,41.9338816570919,-88.77303197973049
Route 2,223,1102,10/17/2014 7:14:46 AM,94.8,0.0,41.930668157092704,-88.779661979729
Route 2,229,601,10/17/2014 7:15:14 AM,354.6,12.2,41.93588099042479,-88.76572681306548
Route 2,219,602,10/17/2014 7:15:15 AM,89.2,20.2,41.936311323758,-88.7714501463975
Route 5,225,603,10/17/2014 6:28:00 AM,173.9,0.0,41.9345069904251,-88.72793664640741
Route 4,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/16/2014 4:16:09 PM,12.3,7.7,41.933709657092,-88.7447553130703
Route 3,228,702,10/17/2014 7:15:14 AM,358.4,13.42,41.9438806570896,-88.76819814639829
Route 1,222,901,10/17/2014 7:15:13 AM,357.2,0.0,41.936226823758,-88.76720014639851
Route 2,226,902,10/17/2014 7:15:16 AM,331.6,0.0,41.9356291570915,-88.76720414639851
Route 2,221,903,10/17/2014 7:15:18 AM,271.0,21.72,41.9329959904255,-88.74266397973742
Route 5,214,904,10/17/2014 7:15:15 AM,49.8,5.6,41.9412648237569,-88.77795914639601
Route 1,215,1001,10/17/2014 7:15:17 AM,54.5,0.0,41.9347236570917,-88.77006347973119
Route 3,218,1002,10/17/2014 7:15:15 AM,347.9,0.0,41.9361916570914,-88.76717697973179
Route 5,227,1003,10/17/2014 7:15:14 AM,181.7,10.87,41.9366821570913,-88.76584331306549
Route 6,232,1004,10/17/2014 7:15:17 AM,359.3,24.0,41.935405323758204,-88.7730358130638
Route 2,223,1102,10/17/2014 7:15:16 AM,86.7,28.29,41.9308138237593,-88.7758199797298
Route 2,229,601,10/17/2014 7:15:44 AM,255.3,7.0,41.936378823758,-88.7672024797318
Route 2,219,602,10/17/2014 7:15:45 AM,200.3,13.8,41.935072990425,-88.77063047973101
Route 5,225,603,10/17/2014 6:28:00 AM,173.9,0.0,41.9345069904251,-88.72793664640741
Route 4,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/16/2014 4:16:09 PM,12.3,7.7,41.933709657092,-88.7447553130703
Route 3,228,702,10/17/2014 7:15:47 AM,302.4,26.57,41.944562990422796,-88.7701298130645
Route 1,222,901,10/17/2014 7:15:46 AM,270.1,23.9,41.9364311570913,-88.76902231306481
Route 2,226,902,10/17/2014 7:15:46 AM,356.5,4.65,41.9360941570914,-88.7672631463985
Route 2,221,903,10/17/2014 7:15:48 AM,269.1,4.17,41.9329779904255,-88.7434843130706
Route 5,214,904,10/17/2014 7:15:45 AM,3.8,6.7,41.94208315709,-88.7778994797294
Route 1,215,1001,10/17/2014 7:15:47 AM,54.5,0.0,41.9347214904251,-88.7700638130645
Route 3,218,1002,10/17/2014 7:15:45 AM,347.9,0.0,41.936196490424706,-88.76717581306521
Route 5,227,1003,10/17/2014 7:15:44 AM,270.6,22.08,41.936469323758004,-88.7668261463986
Route 6,232,1004,10/17/2014 7:15:47 AM,90.2,12.2,41.9363066570914,-88.7709111463976
Route 2,223,1102,10/17/2014 7:15:46 AM,86.7,11.96,41.9309651570926,-88.7737014797303
Route 2,229,601,10/17/2014 7:16:14 AM,183.1,5.3,41.9358088237582,-88.76744281306509
Route 2,219,602,10/17/2014 7:16:15 AM,129.1,0.0,41.934683157091705,-88.7704738130644
Route 5,225,603,10/17/2014 6:28:00 AM,173.9,0.0,41.9345069904251,-88.72793664640741
Route 4,224,604,9/26/2014 10:16:28 PM,1.4,15.4,41.946672323755706,-88.7699594797312
Route 2,213,701,10/16/2014 4:16:09 PM,12.3,7.7,41.933709657092,-88.7447553130703
Route 3,228,702,10/17/2014 7:16:17 AM,3.1,10.32,41.945575990422604,-88.76992897973119
Route 1,222,901,10/17/2014 7:16:13 AM,159.3,12.3,41.9359508237581,-88.7704803130644
Route 2,226,902,10/17/2014 7:16:16 AM,89.6,14.17,41.9363571570914,-88.76634697973199
Route 2,221,903,10/17/2014 7:16:18 AM,292.7,14.39,41.931507490425794,-88.7446521464036
Route 5,214,904,10/17/2014 7:16:15 AM,301.5,5.6,41.942462490423296,-88.7779301463961
Route 1,215,1001,10/17/2014 7:16:17 AM,54.5,0.0,41.9347214904251,-88.7700628130645
Route 3,218,1002,10/17/2014 7:16:15 AM,347.9,0.0,41.93619599042471,-88.7671743130652
Route 5,227,1003,10/17/2014 7:16:14 AM,247.3,8.94,41.9363746570914,-88.7705321463977
Route 6,232,1004,10/17/2014 7:16:17 AM,171.2,8.4,41.934925157091705,-88.7706546463977
